"","Port.Name","Border","Date","Measure","Lon","Lat","EXMXUS_20191202","LRUNTTTTCAM156S","PredictedValue"
"218","Eastport","US-Canada Border",2019-03-01,"Trucks",-66.99387,44.90357,19.2442,5.8,15.8798949590314
"219","El Paso","US-Mexico Border",2019-03-01,"Pedestrians",-106.48639,31.75861,19.2442,5.8,585632.22853002
"220","El Paso","US-Mexico Border",2019-03-01,"Rail Containers Empty",-106.48639,31.75861,19.2442,5.8,21067.3654850228
"221","International Falls-Ranier","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-93.41083,48.60111,19.2442,5.8,55683.8666101784
"222","Boundary","US-Canada Border",2019-03-01,"Trains",-117.89655,48.54648,19.2442,5.8,2017.35869015473
"223","Blaine","US-Canada Border",2019-03-01,"Truck Containers Full",-122.74583,48.99389,19.2442,5.8,13630.1733837857
"224","Derby Line","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-72.09944,45.005,19.2442,5.8,77705.0365115602
"225","Detroit","US-Canada Border",2019-03-01,"Rail Containers Empty",-83.10222,42.38306,19.2442,5.8,42137.7686108055
"226","Laurier","US-Canada Border",2019-03-01,"Train Passengers",-118.22302,48.99892,19.2442,5.8,291.201865740779
"227","Highgate Springs-Alburg","US-Canada Border",2019-03-01,"Personal Vehicles",-73.10583,44.97944,19.2442,5.8,36032.6363220979
"228","Baudette","US-Canada Border",2019-03-01,"Truck Containers Empty",-94.72512,48.70731,19.2442,5.8,414.39820935256
"229","Otay Mesa","US-Mexico Border",2019-03-01,"Train Passengers",-117.05333,32.57333,19.2442,5.8,21258.4841860499
"230","Port Huron","US-Canada Border",2019-03-01,"Buses",-82.47889,42.97583,19.2442,5.8,22550.2216334537
"231","St. John","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-99.71915,48.94208,19.2442,5.8,-20644.2325684412
"232","Sherwood","US-Canada Border",2019-03-01,"Truck Containers Full",-101.55954,48.99719,19.2442,5.8,164.107208984137
"233","Baudette","US-Canada Border",2019-03-01,"Buses",-94.72512,48.70731,19.2442,5.8,414.39820935256
"234","Hidalgo","US-Mexico Border",2019-03-01,"Bus Passengers",-98.26278,26.1,19.2442,5.8,18077.6603622716
"235","Carbury","US-Canada Border",2019-03-01,"Bus Passengers",-100.68648,48.90957,19.2442,5.8,503.783172553104
"236","Douglas","US-Mexico Border",2019-03-01,"Bus Passengers",-109.54472,31.34444,19.2442,5.8,2782.64074916792
"237","San Ysidro","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-117.02667,32.54306,19.2442,5.8,2070378.41450994
"238","Houlton","US-Canada Border",2019-03-01,"Trucks",-67.84083,46.12611,19.2442,5.8,2155.09963624609
"239","Walhalla","US-Canada Border",2019-03-01,"Truck Containers Empty",-97.91778,48.92333,19.2442,5.8,597.561660671043
"240","Point Roberts","US-Canada Border",2019-03-01,"Truck Containers Full",-123.07994,48.96978,19.2442,5.8,466.456887204102
"241","Trout River","US-Canada Border",2019-03-01,"Trucks",-73.44253,44.99001,19.2442,5.8,363.849807048381
"242","Neche","US-Canada Border",2019-03-01,"Truck Containers Full",-97.55444,48.98611,19.2442,5.8,366.229839465803
"243","Danville","US-Canada Border",2019-03-01,"Personal Vehicles",-118.50309,48.99617,19.2442,5.8,-1302.59187184161
"244","Portal","US-Canada Border",2019-03-01,"Bus Passengers",-102.54917,48.99583,19.2442,5.8,3534.12434487981
"245","Roseau","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-95.81074,48.77518,19.2442,5.8,-6047.63667851994
"246","Nogales","US-Mexico Border",2019-03-01,"Truck Containers Full",-110.93361,31.34028,19.2442,5.8,10168.2065228441
"247","El Paso","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-106.48639,31.75861,19.2442,5.8,2205381.07094373
"248","San Ysidro","US-Mexico Border",2019-03-01,"Pedestrians",-117.02667,32.54306,19.2442,5.8,617273.355914161
"249","Calais","US-Canada Border",2019-03-01,"Buses",-67.27917,45.18889,19.2442,5.8,2040.1839739867
"250","Eastport","US-Canada Border",2019-03-01,"Pedestrians",-66.99387,44.90357,19.2442,5.8,15.8798949590314
"251","Buffalo-Niagara Falls","US-Canada Border",2019-03-01,"Pedestrians",-79.05694,43.09444,19.2442,5.8,35759.217188274
"252","Danville","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-118.50309,48.99617,19.2442,5.8,-21100.1675493934
"253","Detroit","US-Canada Border",2019-03-01,"Bus Passengers",-83.10222,42.38306,19.2442,5.8,42137.7686108055
"254","Columbus","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-107.63944,31.8275,19.2442,5.8,55127.0652072479
"255","Houlton","US-Canada Border",2019-03-01,"Truck Containers Empty",-67.84083,46.12611,19.2442,5.8,2155.09963624609
"256","Brownsville","US-Mexico Border",2019-03-01,"Trains",-97.49722,25.90139,19.2442,5.8,8619.15199770172
"257","Naco","US-Mexico Border",2019-03-01,"Trucks",-109.9475,31.33528,19.2442,5.8,2135.41200802305
"258","Rio Grande City","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-98.82,26.37944,19.2442,5.8,27278.1460230102
"259","Champlain-Rouses Point","US-Canada Border",2019-03-01,"Truck Containers Empty",-73.44694,44.98639,19.2442,5.8,11979.8810953552
"260","Bridgewater","US-Canada Border",2019-03-01,"Truck Containers Full",-67.84262,46.41923,19.2442,5.8,445.599601184444
"261","Grand Portage","US-Canada Border",2019-03-01,"Buses",-89.68472,47.96389,19.2442,5.8,1057.20574787727
"262","Frontier","US-Canada Border",2019-03-01,"Truck Containers Empty",-117.78134,48.91016,19.2442,5.8,835.139616178105
"263","Brownsville","US-Mexico Border",2019-03-01,"Rail Containers Full",-97.49722,25.90139,19.2442,5.8,8619.15199770172
"264","El Paso","US-Mexico Border",2019-03-01,"Trucks",-106.48639,31.75861,19.2442,5.8,21067.3654850228
"265","Champlain-Rouses Point","US-Canada Border",2019-03-01,"Rail Containers Full",-73.44694,44.98639,19.2442,5.8,11979.8810953552
"266","El Paso","US-Mexico Border",2019-03-01,"Personal Vehicles",-106.48639,31.75861,19.2442,5.8,1131802.38883024
"267","Sweetgrass","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-111.95972,48.99611,19.2442,5.8,20784.4039869301
"268","Noonan","US-Canada Border",2019-03-01,"Truck Containers Full",-103.00333,48.88232,19.2442,5.8,606.843024968567
"269","Hidalgo","US-Mexico Border",2019-03-01,"Personal Vehicles",-98.26278,26.1,19.2442,5.8,507173.308317438
"270","Presidio","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-104.37167,29.56056,19.2442,5.8,-56607.1172839652
"271","Derby Line","US-Canada Border",2019-03-01,"Personal Vehicles",-72.09944,45.005,19.2442,5.8,49969.7820175024
"272","Brownsville","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-97.49722,25.90139,19.2442,5.8,943475.440285911
"273","Van Buren","US-Canada Border",2019-03-01,"Truck Containers Full",-67.94271,47.16207,19.2442,5.8,512.402240234737
"274","Norton","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-71.79528,45.01,19.2442,5.8,-18697.592413476
"275","Piegan","US-Canada Border",2019-03-01,"Personal Vehicles",-113.43406,48.85152,19.2442,5.8,6498.74006685798
"276","Alexandria Bay","US-Canada Border",2019-03-01,"Truck Containers Full",-75.91806,44.33583,19.2442,5.8,5598.06706393765
"277","Westhope","US-Canada Border",2019-03-01,"Truck Containers Empty",-101.02001,48.9094,19.2442,5.8,558.138850528183
"278","San Ysidro","US-Mexico Border",2019-03-01,"Personal Vehicles",-117.02667,32.54306,19.2442,5.8,1121291.62242794
"279","Point Roberts","US-Canada Border",2019-03-01,"Trucks",-123.07994,48.96978,19.2442,5.8,466.456887204102
"280","Oroville","US-Canada Border",2019-03-01,"Truck Containers Empty",-119.43444,48.93917,19.2442,5.8,1079.81898307855
"281","Douglas","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-109.54472,31.34444,19.2442,5.8,199558.481091981
"282","Laurier","US-Canada Border",2019-03-01,"Trucks",-118.22302,48.99892,19.2442,5.8,291.201865740779
"283","Ogdensburg","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-75.48167,44.70667,19.2442,5.8,26044.8147600416
"284","Fort Kent","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-68.58458,47.26878,19.2442,5.8,3300.30705585489
"285","Douglas","US-Mexico Border",2019-03-01,"Truck Containers Empty",-109.54472,31.34444,19.2442,5.8,2782.64074916792
"286","Pinecreek","US-Canada Border",2019-03-01,"Trucks",-95.81074,48.77518,19.2442,5.8,919.753416027077
"287","Baudette","US-Canada Border",2019-03-01,"Pedestrians",-94.72512,48.70731,19.2442,5.8,414.39820935256
"288","Boundary","US-Canada Border",2019-03-01,"Pedestrians",-117.89655,48.54648,19.2442,5.8,2017.35869015473
"289","Brownsville","US-Mexico Border",2019-03-01,"Truck Containers Empty",-97.49722,25.90139,19.2442,5.8,8619.15199770172
"290","Eagle Pass","US-Mexico Border",2019-03-01,"Bus Passengers",-100.49917,28.70889,19.2442,5.8,5960.80621904648
"291","Raymond","US-Canada Border",2019-03-01,"Pedestrians",-104.575,48.99667,19.2442,5.8,435.46356803105
"292","Hidalgo","US-Mexico Border",2019-03-01,"Truck Containers Empty",-98.26278,26.1,19.2442,5.8,18077.6603622716
"293","Antler","US-Canada Border",2019-03-01,"Truck Containers Empty",-101.28194,48.97083,19.2442,5.8,217.248017265567
"294","Santa Teresa","US-Mexico Border",2019-03-01,"Buses",-106.67903,31.85,19.2442,5.8,3161.4446042175
"295","Madawaska","US-Canada Border",2019-03-01,"Pedestrians",-68.3271,47.35446,19.2442,5.8,633.861952342374
"296","Anacortes","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-122.61739,48.49988,19.2442,5.8,-15581.1402890811
"297","Maida","US-Canada Border",2019-03-01,"Bus Passengers",-98.36953,48.98568,19.2442,5.8,174.569551172103
"298","Del Rio","US-Mexico Border",2019-03-01,"Pedestrians",-100.89639,29.3625,19.2442,5.8,-16231.1171993911
"299","Baudette","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-94.72512,48.70731,19.2442,5.8,3784.53211101396
"300","Opheim","US-Canada Border",2019-03-01,"Truck Containers Empty",-106.40265,48.85574,19.2442,5.8,674.555878153177
"301","Morgan","US-Canada Border",2019-03-01,"Trucks",-107.85719,48.78541,19.2442,5.8,962.531737298636
"302","Pembina","US-Canada Border",2019-03-01,"Truck Containers Empty",-97.24333,48.96639,19.2442,5.8,5545.40671740474
"303","Willow Creek","US-Canada Border",2019-03-01,"Personal Vehicles",-109.67761,48.54863,19.2442,5.8,5082.40269794103
"304","Pembina","US-Canada Border",2019-03-01,"Rail Containers Full",-97.24333,48.96639,19.2442,5.8,5545.40671740474
"305","Calexico East","US-Mexico Border",2019-03-01,"Trains",-115.48433,32.67524,19.2442,5.8,8670.04606029748
"306","Del Bonita","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-112.32481,48.63274,19.2442,5.8,-476.328436043394
"307","Northgate","US-Canada Border",2019-03-01,"Trucks",-102.39634,48.89848,19.2442,5.8,712.498803837913
"308","Walhalla","US-Canada Border",2019-03-01,"Trucks",-97.91778,48.92333,19.2442,5.8,597.561660671043
"309","Eastport","US-Canada Border",2019-03-01,"Buses",-116.18028,48.99944,19.2442,5.8,1894.75900222491
"310","Roosville","US-Canada Border",2019-03-01,"Trucks",-115.04512,48.88171,19.2442,5.8,911.668375407102
"311","Ogdensburg","US-Canada Border",2019-03-01,"Truck Containers Full",-75.48167,44.70667,19.2442,5.8,993.727721764434
"312","Point Roberts","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-123.07994,48.96978,19.2442,5.8,97939.7223107444
"313","International Falls-Ranier","US-Canada Border",2019-03-01,"Truck Containers Full",-93.41083,48.60111,19.2442,5.8,4751.16480498574
"314","Andrade","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-114.63402,32.7394,19.2442,5.8,-127927.986574675
"315","Neche","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-97.55444,48.98611,19.2442,5.8,-21330.7798690151
"316","Sherwood","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-101.55954,48.99719,19.2442,5.8,-27824.3772557767
"317","Boundary","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-117.89655,48.54648,19.2442,5.8,12940.5519265199
"318","Laredo","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-99.50722,27.50611,19.2442,5.8,990427.415712272
"319","Hannah","US-Canada Border",2019-03-01,"Truck Containers Empty",-98.701,48.97029,19.2442,5.8,208.541507161416
"320","Porthill","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-116.49828,48.99282,19.2442,5.8,-9613.27982782414
"321","Houlton","US-Canada Border",2019-03-01,"Pedestrians",-67.84083,46.12611,19.2442,5.8,2155.09963624609
"322","Detroit","US-Canada Border",2019-03-01,"Rail Containers Full",-83.10222,42.38306,19.2442,5.8,42137.7686108055
"323","Frontier","US-Canada Border",2019-03-01,"Buses",-117.78134,48.91016,19.2442,5.8,835.139616178105
"324","Laredo","US-Mexico Border",2019-03-01,"Trains",-99.50722,27.50611,19.2442,5.8,47830.8291893333
"325","Baudette","US-Canada Border",2019-03-01,"Truck Containers Full",-94.72512,48.70731,19.2442,5.8,414.39820935256
"326","Ketchikan","US-Canada Border",2019-03-01,"Pedestrians",-131.64031,55.33897,19.2442,5.8,113.651936742379
"327","Alexandria Bay","US-Canada Border",2019-03-01,"Truck Containers Empty",-75.91806,44.33583,19.2442,5.8,5598.06706393765
"328","Lynden","US-Canada Border",2019-03-01,"Personal Vehicles",-122.44316,48.94802,19.2442,5.8,45807.6184677034
"329","Columbus","US-Mexico Border",2019-03-01,"Truck Containers Full",-107.63944,31.8275,19.2442,5.8,2323.85731441358
"330","Pembina","US-Canada Border",2019-03-01,"Train Passengers",-97.24333,48.96639,19.2442,5.8,5545.40671740474
"331","Eastport","US-Canada Border",2019-03-01,"Personal Vehicles",-116.18028,48.99944,19.2442,5.8,594.546478341304
"332","Westhope","US-Canada Border",2019-03-01,"Truck Containers Full",-101.02001,48.9094,19.2442,5.8,558.138850528183
"333","Highgate Springs-Alburg","US-Canada Border",2019-03-01,"Buses",-73.10583,44.97944,19.2442,5.8,3291.28369714604
"334","International Falls-Ranier","US-Canada Border",2019-03-01,"Rail Containers Empty",-93.41083,48.60111,19.2442,5.8,4751.16480498574
"335","Del Rio","US-Mexico Border",2019-03-01,"Truck Containers Empty",-100.89639,29.3625,19.2442,5.8,3339.22411291032
"336","Sherwood","US-Canada Border",2019-03-01,"Trucks",-101.55954,48.99719,19.2442,5.8,164.107208984137
"337","Norton","US-Canada Border",2019-03-01,"Rail Containers Full",-71.79528,45.01,19.2442,5.8,612.770448622924
"338","Alcan","US-Canada Border",2019-03-01,"Truck Containers Empty",-142.98928,63.33693,19.2442,5.8,-1803.23952109635
"339","Portal","US-Canada Border",2019-03-01,"Pedestrians",-102.54917,48.99583,19.2442,5.8,3534.12434487981
"340","Bridgewater","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-67.84262,46.41923,19.2442,5.8,-13452.3258214735
"341","Portal","US-Canada Border",2019-03-01,"Buses",-102.54917,48.99583,19.2442,5.8,3534.12434487981
"342","San Luis","US-Mexico Border",2019-03-01,"Bus Passengers",-114.78139,32.48694,19.2442,5.8,2761.99778825572
"343","Sault Sainte Marie","US-Canada Border",2019-03-01,"Trucks",-84.29889,46.47028,19.2442,5.8,2543.77039242439
"344","Norton","US-Canada Border",2019-03-01,"Truck Containers Full",-71.79528,45.01,19.2442,5.8,612.770448622924
"345","Jackman","US-Canada Border",2019-03-01,"Pedestrians",-70.255,45.62389,19.2442,5.8,2782.25224157695
"346","San Luis","US-Mexico Border",2019-03-01,"Truck Containers Empty",-114.78139,32.48694,19.2442,5.8,2761.99778825572
"347","Columbus","US-Mexico Border",2019-03-01,"Trucks",-107.63944,31.8275,19.2442,5.8,2323.85731441358
"348","Madawaska","US-Canada Border",2019-03-01,"Truck Containers Full",-68.3271,47.35446,19.2442,5.8,633.861952342374
"349","Richford","US-Canada Border",2019-03-01,"Truck Containers Empty",-72.67832,44.98588,19.2442,5.8,417.747583191482
"350","Metaline Falls","US-Canada Border",2019-03-01,"Pedestrians",-117.36037,48.85798,19.2442,5.8,788.169011264505
"351","Baudette","US-Canada Border",2019-03-01,"Personal Vehicles",-94.72512,48.70731,19.2442,5.8,9022.70418609862
"352","Hansboro","US-Canada Border",2019-03-01,"Bus Passengers",-99.3825,48.95,19.2442,5.8,343.937675464364
"353","Port Huron","US-Canada Border",2019-03-01,"Truck Containers Empty",-82.47889,42.97583,19.2442,5.8,22550.2216334537
"354","Roma","US-Mexico Border",2019-03-01,"Personal Vehicles",-99.01833,26.40361,19.2442,5.8,66083.3087771386
"355","Otay Mesa","US-Mexico Border",2019-03-01,"Rail Containers Empty",-117.05333,32.57333,19.2442,5.8,21258.4841860499
"356","Calexico East","US-Mexico Border",2019-03-01,"Rail Containers Empty",-115.48433,32.67524,19.2442,5.8,8670.04606029748
"357","Del Rio","US-Mexico Border",2019-03-01,"Bus Passengers",-100.89639,29.3625,19.2442,5.8,3339.22411291032
"358","Sweetgrass","US-Canada Border",2019-03-01,"Pedestrians",-111.95972,48.99611,19.2442,5.8,2938.04867138078
"359","Laurier","US-Canada Border",2019-03-01,"Trains",-118.22302,48.99892,19.2442,5.8,291.201865740779
"360","Roma","US-Mexico Border",2019-03-01,"Bus Passengers",-99.01833,26.40361,19.2442,5.8,2645.1681610996
"361","Roosville","US-Canada Border",2019-03-01,"Personal Vehicles",-115.04512,48.88171,19.2442,5.8,6243.5186094809
"362","Metaline Falls","US-Canada Border",2019-03-01,"Truck Containers Full",-117.36037,48.85798,19.2442,5.8,788.169011264505
"363","Van Buren","US-Canada Border",2019-03-01,"Trucks",-67.94271,47.16207,19.2442,5.8,512.402240234737
"364","Massena","US-Canada Border",2019-03-01,"Bus Passengers",-74.74,44.98944,19.2442,5.8,1370.73804226316
"365","Frontier","US-Canada Border",2019-03-01,"Truck Containers Full",-117.78134,48.91016,19.2442,5.8,835.139616178105
"366","Brownsville","US-Mexico Border",2019-03-01,"Personal Vehicles",-97.49722,25.90139,19.2442,5.8,482343.026768178
"367","Dalton Cache","US-Canada Border",2019-03-01,"Truck Containers Empty",-135.40995,59.10606,19.2442,5.8,1124.71863400269
"368","Northgate","US-Canada Border",2019-03-01,"Personal Vehicles",-102.39634,48.89848,19.2442,5.8,-2744.81681183146
"369","Piegan","US-Canada Border",2019-03-01,"Truck Containers Empty",-113.43406,48.85152,19.2442,5.8,797.674059673842
"370","Fort Kent","US-Canada Border",2019-03-01,"Truck Containers Full",-68.58458,47.26878,19.2442,5.8,250.385763999908
"371","Laredo","US-Mexico Border",2019-03-01,"Buses",-99.50722,27.50611,19.2442,5.8,47830.8291893333
"372","Buffalo-Niagara Falls","US-Canada Border",2019-03-01,"Personal Vehicles",-79.05694,43.09444,19.2442,5.8,511245.602072789
"373","Calexico","US-Mexico Border",2019-03-01,"Personal Vehicle Passengers",-115.49806,32.67889,19.2442,5.8,879129.551225637
"374","San Luis","US-Mexico Border",2019-03-01,"Personal Vehicles",-114.78139,32.48694,19.2442,5.8,217975.802574083
"375","Roosville","US-Canada Border",2019-03-01,"Pedestrians",-115.04512,48.88171,19.2442,5.8,911.668375407102
"376","Dalton Cache","US-Canada Border",2019-03-01,"Truck Containers Full",-135.40995,59.10606,19.2442,5.8,1124.71863400269
"377","Brownsville","US-Mexico Border",2019-03-01,"Buses",-97.49722,25.90139,19.2442,5.8,8619.15199770172
"378","Buffalo-Niagara Falls","US-Canada Border",2019-03-01,"Rail Containers Empty",-79.05694,43.09444,19.2442,5.8,35759.217188274
"379","Sumas","US-Canada Border",2019-03-01,"Rail Containers Full",-122.26361,49.00028,19.2442,5.8,3099.35794878773
"380","Fort Kent","US-Canada Border",2019-03-01,"Personal Vehicles",-68.58458,47.26878,19.2442,5.8,13393.829871791
"381","Houlton","US-Canada Border",2019-03-01,"Personal Vehicle Passengers",-67.84083,46.12611,19.2442,5.8,30672.492859543
"382","Baudette","US-Canada Border",2019-03-01,"Trucks",-94.72512,48.70731,19.2442,5.8,414.39820935256
"383","Portal","US-Canada Border",2019-03-01,"Train Passengers",-102.54917,48.99583,19.2442,5.8,3534.12434487981
"384","Carbury","US-Canada Border",2019-03-01,"Truck Containers Full",-100.68648,48.90957,19.2442,5.8,503.783172553104
"385","Laredo","US-Mexico Border",2019-03-01,"Truck Containers Empty",-99.50722,27.50611,19.2442,5.8,47830.8291893333
"386","El Paso","US-Mexico Border",2019-03-01,"Buses",-106.48639,31.75861,19.2442,5.8,21067.3654850228
"387","San Luis","US-Mexico Border",2019-03-01,"Buses",-114.78139,32.48694,19.2442,5.8,2761.99778825572
"388","Massena","US-Canada Border",2019-03-01,"Trucks",-74.74,44.98944,19.2442,5.8,1370.73804226316
"389","Highgate Springs-Alburg","US-Canada Border",2019-03-01,"Trucks",-73.10583,44.97944,19.2442,5.8,3291.28369714604
